id	smiles	MQN	Emol	Ekat	HOMO	LUMO	I	n
mol75	CN1CCC2=NC3(C)C(C#C)C3N12	[10, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 13, 3, 0, 1, 10, 1, 0, 0, 3, 3, 0, 0, 0, 0, 3, 1, 0, 0, 3, 5, 1, 1, 0, 2, 0, 0, 0, 0, 0, 4, 2]	-552,3548112	-552,0979795	-0,16744	-0,02489	0,2568317	4,37
mol76	CNC1(CC2(N)CCNC12)C1CC1	[10, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 13, 4, 0, 0, 11, 0, 0, 2, 3, 3, 4, 3, 0, 0, 2, 1, 0, 0, 6, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 2, 1]	-555,9694352	-555,7086566	-0,16892	0,01398	0,2607786	4,99
mol77	OC1C(=O)NC2=C1CCC(=C)C2	[9, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 12, 1, 2, 0, 9, 1, 0, 0, 5, 3, 2, 2, 0, 0, 3, 0, 0, 0, 4, 5, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1]	-554,149078	-553,8649098	-0,18522	-0,04822	0,2841682	4,56
mol78	CNC1C2C3CC(C3)N2CC1=C	[10, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 12, 2, 1, 0, 11, 0, 0, 1, 2, 2, 1, 1, 0, 0, 2, 1, 0, 0, 3, 6, 0, 0, 1, 3, 0, 0, 0, 0, 0, 6, 7]	-499,5150432	-499,2544203	-0,16415	-0,02214	0,2606229	4,56
mol79	CC1CC11CCC(O)C1(C)C	[10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 11, 4, 0, 0, 8, 0, 0, 0, 2, 1, 1, 1, 0, 0, 4, 0, 0, 0, 3, 2, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]	-466,5237187	-466,222915	-0,20407	0,02338	0,3008037	5,73
mol80	CN1CC=CC(=C)CONC1=N	[8, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 12, 1, 2, 0, 8, 1, 0, 0, 5, 4, 2, 2, 0, 0, 3, 0, 0, 0, 6, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	-551,4120964	-551,1448673	-0,17132	-0,05007	0,2672291	4,26
mol81	C1OC2C=CC11NCC2CON=C1	[9, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 13, 0, 0, 0, 13, 2, 0, 0, 6, 4, 1, 1, 0, 0, 0, 0, 0, 0, 10, 2, 1, 0, 0, 0, 1, 2, 1, 0, 0, 9, 10]	-609,3468261	-609,055807	-0,19362	-0,05331	0,2910191	4,56
mol82	C1C2NC3C1C#CC#CCCC3=C2	[12, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 13, 0, 0, 0, 12, 1, 2, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 9, 4, 0, 0, 0, 2, 0, 0, 0, 1, 0, 5, 4]	-517,80866	-517,5350183	-0,18319	-0,07913	0,2736417	3,88
mol83	CC=C1NC(CC=CC=C1)=NC	[10, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 12, 2, 2, 0, 6, 2, 0, 0, 2, 2, 1, 1, 0, 0, 2, 2, 0, 0, 6, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	-498,3286284	-498,0586229	-0,18162	-0,06875	0,2700055	3,94
mol84	CC12C3CC4C(NCC(O)C14)C2N3	[10, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 13, 2, 0, 0, 14, 0, 0, 0, 4, 3, 3, 3, 0, 0, 2, 0, 0, 0, 4, 6, 1, 0, 1, 2, 1, 0, 0, 0, 0, 6, 5]	-574,7118361	-574,4495949	-0,16796	0,02142	0,2622412	5,14
mol85	CC(=C)C1CNC(=O)C(O)C2NC12	[9, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 13, 3, 2, 0, 9, 0, 0, 1, 6, 4, 3, 3, 0, 0, 4, 0, 1, 0, 3, 5, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1]	-610,5893222	-610,2898893	-0,20691	-0,05274	0,2994329	4,62
mol86	CC1C=NN2CC(C)(C)C12C=O	[9, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 12, 4, 1, 0, 7, 1, 0, 1, 4, 3, 0, 0, 0, 0, 4, 1, 0, 0, 3, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 1]	-535,4198389	-535,1372743	-0,18164	-0,07547	0,2825646	4,19
mol87	C=COC(C#N)=C1NN=CC2NC12	[8, 0, 0, 0, 0, 0, 0, 1, 3, 1, 0, 13, 3, 2, 1, 7, 1, 0, 2, 6, 5, 2, 2, 0, 0, 2, 3, 1, 0, 4, 3, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1]	-603,1087711	-602,8402859	-0,18234	-0,08186	0,2684852	3,71
mol88	CC1C2=CC3NC3C2NNC1=NO	[8, 0, 0, 0, 0, 0, 0, 1, 3, 1, 0, 13, 2, 1, 0, 11, 1, 0, 0, 6, 5, 4, 4, 0, 0, 2, 1, 0, 0, 4, 6, 0, 1, 0, 1, 1, 0, 0, 0, 0, 4, 2]	-605,4897124	-605,2295554	-0,16127	-0,04204	0,260157	4,31
mol89	CC1=C(CN)C=CC(=O)NN=CC1	[9, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 13, 3, 1, 0, 6, 3, 0, 1, 5, 4, 3, 2, 0, 0, 3, 1, 0, 0, 6, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	-589,505048	-589,2332924	-0,18524	-0,07287	0,2717556	3,88
mol90	CC1=C(C)C2(C)NCC2C(CN)C1	[11, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 13, 5, 0, 0, 8, 1, 0, 1, 2, 2, 3, 2, 0, 0, 4, 1, 0, 0, 3, 4, 1, 0, 1, 0, 1, 0, 0, 0, 0, 2, 1]	-540,0114605	-539,7492239	-0,17174	-0,00477	0,2622366	4,73
mol91	CCC1C=NOC11COC=C1C	[9, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 12, 3, 0, 0, 8, 2, 0, 1, 5, 3, 0, 0, 0, 0, 2, 1, 0, 0, 6, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0]	-555,2781218	-554,9979463	-0,18072	-0,03783	0,2801755	4,65
mol92	CNC1CN(C)CC1(O)C(=C)CO	[9, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 13, 7, 1, 0, 5, 0, 0, 3, 6, 4, 3, 3, 0, 0, 5, 2, 1, 0, 2, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-612,9869631	-612,7179327	-0,17344	-0,03588	0,2690304	4,47
mol93	CCOC(C=C)=NN=C(N)C(N)=O	[7, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 13, 8, 4, 0, 0, 0, 0, 3, 8, 6, 4, 2, 0, 0, 5, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-642,7125666	-642,4453293	-0,17492	-0,07774	0,2672373	3,83
mol94	OCC=C	[3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 2, 1, 0, 0, 0, 0, 1, 2, 1, 1, 1, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-192,8797256	-192,5438168	-0,2102	-0,028	0,3359088	5,9
mol95	C=CC1=CC2NC2C2C1C=CC2=O	[11, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 13, 1, 2, 0, 10, 2, 0, 1, 3, 2, 1, 1, 0, 0, 2, 1, 0, 0, 4, 6, 0, 1, 0, 1, 1, 0, 0, 0, 0, 4, 2]	-555,049631	-554,7724759	-0,18694	-0,0789	0,2771551	3,92
mol96	NC(=O)C#C	[3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 5, 2, 1, 1, 0, 0, 0, 0, 3, 2, 2, 1, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-245,7703971	-245,4189495	-0,21394	-0,0632	0,3514476	5,79
mol97	NC1CNN=CC(C=C)=CC#C1	[9, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 12, 2, 1, 0, 6, 2, 1, 1, 3, 3, 3, 2, 0, 0, 2, 1, 0, 0, 7, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	-513,0671097	-512,8185918	-0,16188	-0,08776	0,2485179	3,37
mol98	CC1CCN1	[4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 1, 0, 0, 4, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	-212,2853834	-211,9786489	-0,17534	0,03197	0,3067345	6,4
mol99	CC1(N)C(N)C=C(C(N)CN)C1=C	[9, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 13, 7, 1, 0, 4, 1, 0, 2, 4, 4, 8, 4, 0, 0, 6, 1, 1, 0, 1, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-572,0738834	-571,8065008	-0,18275	-0,05675	0,2673826	4,02
mol100	C1NC1C=CC12CC3OC1OC3C2	[10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 13, 2, 1, 0, 13, 0, 0, 2, 5, 3, 1, 1, 0, 0, 0, 2, 0, 0, 6, 4, 1, 1, 0, 4, 0, 0, 0, 0, 0, 8, 10]	-593,3101408	-593,0251638	-0,199	-0,02995	0,284977	4,64
mol101	CC=C1CC#CC(C)NCC=CO1	[11, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 13, 2, 1, 0, 8, 1, 1, 0, 3, 2, 1, 1, 0, 0, 2, 1, 0, 0, 8, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]	-557,3921589	-557,1227644	-0,1833	-0,02746	0,2693945	4,46
mol102	CN1CCC(C=O)C(O)CS1(=O)=O	[7, 0, 0, 0, 0, 1, 0, 0, 1, 4, 0, 13, 3, 3, 0, 7, 0, 0, 1, 9, 5, 1, 1, 0, 0, 5, 1, 0, 0, 3, 3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	-1027,481563	-1027,174666	-0,2153	-0,07024	0,306897	4,47
mol103	COC1CC(O)C(C)C(=C)C=C1	[10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 12, 4, 1, 0, 6, 1, 0, 1, 4, 2, 1, 1, 0, 0, 4, 1, 0, 0, 3, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	-540,4509043	-540,160935	-0,20146	-0,06306	0,2899693	4,29
mol104	NCC=C	[3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 2, 1, 0, 0, 0, 0, 1, 1, 1, 2, 1, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-173,0264093	-172,7034298	-0,19215	-0,02203	0,3229795	5,87
mol105	CC(=N)N1C2C(NCC1=C)C2C#N	[9, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 13, 3, 2, 1, 8, 0, 0, 0, 4, 4, 2, 2, 0, 0, 4, 1, 1, 0, 2, 5, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1]	-568,4580883	-568,1818851	-0,18703	-0,0408	0,2762032	4,42
mol106	CC(=NN)C1=CC(O)C(O)C2NC12	[8, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 13, 5, 1, 0, 7, 1, 0, 1, 7, 5, 5, 4, 0, 0, 4, 1, 1, 0, 2, 5, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1]	-626,5994024	-626,3342545	-0,17755	-0,06515	0,2651479	3,91
mol107	OC1CNC1	[3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 5, 1, 0, 0, 4, 0, 0, 0, 3, 2, 2, 2, 0, 0, 1, 0, 0, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	-248,1668552	-247,8645179	-0,17407	0,02243	0,3023373	6,16
mol108	COC1=C(CC2OCC2O)SC=N1	[8, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 13, 5, 0, 0, 7, 2, 0, 3, 7, 4, 1, 1, 0, 0, 2, 2, 0, 0, 5, 4, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]	-989,2245405	-988,9515123	-0,18135	-0,05544	0,2730282	4,21
mol109	CCN(C)C(CC(N)=O)C(=O)CO	[8, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 13, 10, 2, 0, 0, 0, 0, 6, 8, 5, 3, 2, 0, 0, 6, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-648,9385021	-648,6465124	-0,19138	-0,0799	0,2919897	4,25
mol110	CC12CCC3=CC(CN)NC13C2O	[10, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 13, 4, 0, 0, 10, 1, 0, 1, 4, 3, 4, 3, 0, 0, 3, 1, 0, 0, 4, 3, 2, 1, 0, 2, 0, 0, 0, 0, 0, 3, 2]	-574,6926796	-574,4286425	-0,17612	-0,01606	0,2640371	4,57
mol111	NC12CC=CC3CC4CN(CC13)C24	[11, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 13, 1, 0, 0, 14, 1, 0, 0, 2, 2, 2, 1, 0, 0, 1, 0, 0, 0, 6, 5, 1, 0, 1, 1, 2, 0, 0, 0, 0, 6, 5]	-537,6034405	-537,3455483	-0,15755	-0,01924	0,2578922	4,61
mol112	CC1CC(OC=C)C23CC12C=NN3	[10, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 13, 3, 1, 0, 10, 1, 0, 2, 4, 3, 1, 1, 0, 0, 2, 2, 0, 0, 5, 2, 2, 1, 0, 2, 0, 0, 0, 0, 0, 2, 1]	-573,4554046	-573,1833215	-0,17925	-0,02694	0,2720831	4,6
mol113	CN=C1NN2CC2CC(=O)N1C	[7, 0, 0, 0, 0, 0, 0, 1, 3, 1, 0, 12, 2, 2, 0, 9, 0, 0, 0, 6, 5, 1, 1, 0, 0, 3, 1, 0, 0, 3, 5, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1]	-567,5094452	-567,2301541	-0,18321	-0,03917	0,2792911	4,57
mol114	C=C1C(=O)C2CCNC2C11CNC1	[10, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 13, 0, 2, 0, 13, 0, 0, 0, 4, 3, 2, 2, 0, 0, 2, 0, 0, 0, 6, 4, 1, 0, 1, 2, 0, 0, 0, 0, 0, 3, 1]	-573,5013505	-573,2271162	-0,1776	-0,09507	0,2742343	3,75
mol115	CC1CC1C=CC1=NC(O)=CO1	[9, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 12, 4, 1, 0, 6, 2, 0, 2, 5, 3, 1, 1, 0, 0, 2, 2, 0, 0, 4, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-554,1146396	-553,8549138	-0,16996	-0,06431	0,2597258	3,88
mol116	CN1C(CO)C2COC(CC1=O)O2	[8, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 13, 3, 1, 0, 10, 0, 0, 1, 9, 5, 1, 1, 0, 0, 3, 1, 0, 0, 4, 5, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 2]	-667,5915699	-667,303986	-0,19039	-0,01301	0,2875839	5,06
mol117	CC=NOC1CCC2=C1SNC2=O	[8, 0, 0, 0, 0, 1, 0, 1, 1, 2, 0, 13, 3, 2, 0, 7, 2, 0, 2, 6, 4, 1, 1, 0, 0, 2, 3, 0, 0, 4, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1]	-968,1659277	-967,88642	-0,18754	-0,06219	0,2795077	4,21
mol118	CC1NN=CC2CC1C2CNC=O	[9, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 13, 4, 1, 0, 8, 1, 0, 3, 5, 4, 2, 2, 0, 0, 2, 3, 0, 0, 4, 4, 0, 0, 1, 0, 0, 2, 0, 0, 0, 8, 9]	-590,61089	-590,3392003	-0,17288	-0,0163	0,2716897	4,82
mol119	C(N1CC1)C12COC3=CCC(N1)C23	[10, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 13, 2, 0, 0, 13, 1, 0, 2, 4, 3, 1, 1, 0, 0, 0, 1, 0, 0, 7, 4, 1, 1, 1, 2, 0, 0, 0, 0, 0, 4, 3]	-573,4317089	-573,1601741	-0,18509	-0,02901	0,2715348	4,48
mol120	CC12CC(=O)C(CC1=O)OC2=C	[9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 12, 1, 3, 0, 9, 0, 0, 0, 6, 3, 0, 0, 0, 0, 4, 0, 0, 0, 3, 4, 1, 0, 0, 0, 3, 0, 0, 0, 0, 8, 9]	-574,0007333	-573,7130083	-0,19415	-0,08405	0,287725	4,04
mol121	CC1CC(=O)C(CN1)=CNNC=O	[8, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 13, 4, 3, 0, 6, 0, 0, 3, 7, 5, 3, 3, 0, 0, 3, 4, 0, 0, 3, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	-626,6533192	-626,3857691	-0,17792	-0,06737	0,2675501	3,94
mol122	CC1=CC2=CN=NN2OC2CC1C2	[9, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 13, 1, 0, 0, 11, 3, 0, 0, 5, 4, 0, 0, 0, 0, 1, 0, 0, 0, 7, 5, 0, 0, 1, 1, 0, 0, 2, 0, 0, 9, 10]	-588,2804518	-587,9856208	-0,20232	-0,06415	0,294831	4,4
mol123	CC=CC(=C)C(=C)C(=N)NC=NO	[9, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 13, 7, 5, 0, 0, 0, 0, 4, 5, 4, 3, 3, 0, 0, 5, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-589,4817919	-589,2148961	-0,1734	-0,07426	0,2668958	3,89
mol124	C1C2C3N=CNC33CC3NC=NN12	[8, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 13, 0, 0, 0, 14, 2, 0, 0, 5, 5, 2, 2, 0, 0, 0, 0, 0, 0, 8, 4, 1, 2, 0, 1, 0, 0, 1, 0, 0, 5, 3]	-584,3992387	-584,1202333	-0,1871	-0,076	0,2790054	4,01
mol125	CN1CC(C)=CC(=O)NC(C=O)=C1	[9, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 13, 3, 2, 0, 6, 2, 0, 1, 6, 4, 1, 1, 0, 0, 4, 1, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	-609,4413707	-609,1740388	-0,17496	-0,0771	0,2673319	3,85
mol126	CC1CN2C3CC3C=CC12C#C	[11, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 12, 2, 0, 1, 10, 1, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1, 0, 0, 4, 4, 1, 1, 1, 0, 1, 0, 0, 0, 0, 4, 2]	-480,9596718	-480,6914333	-0,17377	-0,03497	0,2682385	4,46
mol127	CC(C)=NO	[3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 5, 3, 1, 0, 0, 0, 0, 0, 3, 2, 1, 1, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-248,1734598	-247,8467788	-0,19775	-0,01947	0,326681	5,93
mol128	CN=C1N(N=C(C)C=C1Cl)N1CC1	[8, 0, 1, 0, 0, 0, 0, 1, 3, 0, 0, 13, 4, 1, 0, 6, 3, 0, 1, 4, 4, 0, 0, 0, 0, 3, 1, 0, 0, 4, 5, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]	-989,7886118	-989,5276721	-0,17172	-0,08447	0,2609397	3,61
mol129	CS(=O)(=O)OCC(=C)CC(O)C=O	[7, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 13, 8, 4, 0, 0, 0, 0, 6, 10, 5, 1, 1, 0, 0, 6, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-1047,313827	-1047,005971	-0,21517	-0,0881	0,307856	4,25
mol130	CC1=NC=NC=C1C(=O)NC(N)=S	[7, 0, 0, 0, 0, 1, 0, 2, 2, 1, 0, 13, 5, 2, 0, 3, 3, 0, 1, 6, 5, 3, 2, 0, 0, 4, 1, 2, 0, 4, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	-963,258832	-962,9677227	-0,19063	-0,11132	0,2911093	3,81
mol131	N=C1C=NSN1OC1=CCOC=C1	[7, 0, 0, 0, 0, 1, 0, 1, 2, 1, 1, 13, 2, 1, 0, 7, 4, 0, 2, 7, 5, 1, 1, 0, 0, 1, 1, 0, 0, 8, 3, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]	-982,9226356	-982,6529923	-0,18022	-0,10131	0,2696433	3,51
mol132	CN1C2C1C1(O)C3CC2CCC13C	[11, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 13, 3, 0, 0, 13, 0, 0, 0, 3, 2, 1, 1, 0, 0, 3, 0, 0, 0, 3, 5, 2, 2, 0, 0, 2, 0, 0, 0, 0, 7, 5]	-558,663788	-558,3883785	-0,18361	0,02379	0,2754095	5,32
mol133	CCCO	[3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 3, 0, 0, 0, 0, 0, 1, 2, 1, 1, 1, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-194,1077968	-193,7527131	-0,21004	0,03212	0,3550837	7,24
mol134	CC1=CS(=O)(=O)C2C3C4NC4C1C23	[9, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 13, 1, 2, 0, 12, 1, 0, 0, 5, 3, 1, 1, 0, 0, 3, 0, 0, 0, 2, 7, 1, 2, 0, 1, 1, 0, 0, 0, 0, 6, 4]	-952,0305785	-951,7360022	-0,19936	-0,04431	0,2945763	4,7
mol135	CC(O)C1(NC(=N)C=C1C#N)C#N	[8, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 13, 5, 1, 2, 4, 1, 0, 1, 6, 5, 3, 3, 0, 0, 5, 2, 1, 0, 2, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-603,1856436	-602,8521905	-0,23983	-0,12465	0,3334531	4,11
mol136	CN(C)C1CCC(=N)NNCC1O	[8, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 13, 4, 1, 0, 8, 0, 0, 1, 6, 5, 4, 4, 0, 0, 4, 0, 1, 0, 5, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	-609,1444645	-608,8977974	-0,15568	-0,02538	0,2466671	4,25
mol137	CC1CC1C1CC(=C)CC1(C)O	[11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 4, 1, 0, 8, 0, 0, 1, 2, 1, 1, 1, 0, 0, 4, 0, 0, 0, 3, 4, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-504,5687242	-504,277114	-0,20349	-0,02502	0,2916102	4,83
mol138	CCOC=C	[4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 3, 1, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-232,1442783	-231,8363916	-0,1844	-0,00224	0,3078867	5,84
mol139	CNC1(CCO)CCC1=O	[7, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 10, 5, 1, 0, 4, 0, 0, 3, 5, 3, 2, 2, 0, 0, 3, 3, 0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	-479,1770473	-478,9074626	-0,16833	-0,06254	0,2695847	4,19
mol140	C1C2NCC=CC11OCCC3C2C13	[11, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 13, 0, 0, 0, 15, 1, 0, 0, 3, 2, 1, 1, 0, 0, 0, 0, 0, 0, 8, 4, 1, 1, 0, 1, 1, 1, 0, 0, 0, 6, 5]	-557,2982413	-557,0420432	-0,16152	-0,01971	0,2561981	4,51
mol141	CCC1=NC(C=CC(C)=NN)=CN1	[9, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 13, 6, 2, 0, 3, 2, 0, 3, 4, 4, 3, 2, 0, 0, 3, 4, 1, 0, 3, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-569,7076939	-569,4759145	-0,14702	-0,05386	0,2317794	3,57
mol142	CN1C=C2C=CCN(CCN)C2=C1	[10, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 13, 4, 0, 0, 7, 3, 0, 2, 3, 3, 2, 1, 0, 0, 2, 2, 0, 0, 5, 4, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1]	-553,6615019	-553,4360243	-0,13781	-0,0285	0,2254776	3,87
mol143	CCCC1C2C(O)CCNCC12O	[10, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 13, 5, 0, 0, 9, 0, 0, 2, 5, 3, 3, 3, 0, 0, 3, 2, 0, 0, 4, 3, 1, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1]	-596,9649013	-596,6837566	-0,1858	0,01718	0,2811447	5,36
mol144	CC1NN=C(C#C)C(=C)C1(C)N	[9, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 12, 4, 1, 1, 5, 1, 0, 0, 3, 3, 3, 2, 0, 0, 5, 1, 0, 0, 2, 3, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	-514,3256667	-514,0604661	-0,17372	-0,06729	0,2652006	3,94
mol145	CC#CC1(N)C2OC1C1=C2OC=N1	[9, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 13, 3, 0, 1, 9, 2, 0, 0, 6, 4, 2, 1, 0, 0, 2, 2, 0, 0, 4, 4, 1, 0, 1, 3, 0, 0, 0, 0, 0, 6, 7]	-606,8905232	-606,6054957	-0,19028	-0,04566	0,2850275	4,55
mol146	CNC1C(C#C)C11COCC1(C)C	[11, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 13, 5, 0, 1, 8, 0, 0, 1, 3, 2, 1, 1, 0, 0, 4, 2, 0, 0, 3, 2, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]	-558,5917816	-558,308887	-0,19219	0,00204	0,2828946	5,11
mol147	C1CC=CO1	[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 4, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-230,95406	-230,658024	-0,17205	-0,00007	0,296036	5,71
mol148	ON=C1NOC(CC2CN2)C1O	[6, 0, 0, 0, 0, 0, 0, 1, 2, 2, 1, 12, 4, 1, 0, 8, 0, 0, 2, 9, 6, 4, 4, 0, 0, 2, 2, 0, 0, 4, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-624,3655231	-624,0909945	-0,18103	-0,02783	0,2745286	4,63
